u,g,r,i,z,redshift
23.68762,21.54256,19.82193,19.00771,18.49481,0.5043474
24.60294,20.40593,19.38383,18.49618,18.75706,2.122143e-05
22.65564,21.13126,19.55426,18.25354,17.55592,6.718368e-06
22.80271,21.51779,20.21017,19.47682,19.24355,0.2259829
24.43159,22.18369,21.71036,21.20134,20.63053,0.7550604
20.65529,19.6855,19.16225,18.99068,18.92126,-0.0003545437
16.96388,15.82433,15.43754,15.2812,15.22401,1.811117e-05
18.93126,17.46115,16.78518,16.38106,16.10895,0.1005818
22.04376,19.87834,18.20794,17.60698,17.18196,0.3350294
19.27139,17.50709,16.59691,16.2088,15.88555,0.0748936
23.41743,21.46883,19.98036,18.8249,18.11916,-0.0001058173
19.31087,18.38455,18.06777,17.93809,17.91666,-0.0007257986
25.23707,20.39286,18.89852,17.74719,17.11503,0.0001800359
22.70831,22.34229,20.70489,19.74327,19.25103,0.5530561
24.06105,21.70976,20.81346,20.75757,20.61118,3.535763
19.93482,18.60402,18.24978,18.10659,18.11883,0.0002263536
22.22067,21.39647,19.99604,19.58046,19.03563,0.4322572
19.74011,19.4777,19.30899,19.25583,19.25756,1.349048
26.66542,21.67856,19.65338,18.80366,18.32544,0.4508331
17.83154,16.02692,15.24811,14.96276,14.79574,0.0001196042
24.37199,22.05763,20.61811,19.29614,18.53913,0.000104776
19.59512,19.60337,19.59352,19.31674,19.03715,1.954424
22.22246,21.13292,19.53978,18.59185,18.09442,0.4986407
20.12875,18.06966,16.88825,16.36292,16.06891,0.2086646
21.38679,21.17048,21.14225,20.7342,20.68842,1.142166
20.37807,18.01933,16.84535,16.29211,15.95506,-4.814974e-05
21.54165,21.52221,21.35077,21.28721,21.90836,1.005882
20.42663,19.78488,19.65772,19.40292,19.37419,1.831677
22.60829,20.37316,18.6928,18.08966,17.74869,0.36759
24.12781,23.91019,22.70733,22.85791,22.49693,0.8683103
20.41974,20.39626,20.1266,20.04566,20.42482,1.179967
24.57814,22.3411,20.86224,19.89116,19.47541,0.5178424
25.78359,23.08053,21.51049,20.48397,19.59986,0.6582459
20.87501,18.81922,17.56935,17.07351,16.74379,0.1748776
21.1299,18.33994,17.12234,16.63973,16.36857,-2.677896e-05
23.56332,21.75752,20.35028,19.55863,19.2727,0.5466868
20.01053,17.94937,17.03059,16.59833,16.27223,0.07195652
23.35345,24.23892,22.26739,21.04452,19.95267,1.040552
23.07139,22.32651,21.51353,21.03254,20.70683,0.8177411
19.29402,17.75798,17.02475,16.60526,16.30752,0.0686702
21.09029,18.74113,17.39542,16.45287,15.93375,-0.0003147215
19.02423,17.59808,17.00875,16.81638,16.70861,-0.0003632315
21.59993,20.56988,20.2209,20.0659,20.00882,-0.0002841656
23.0091,22.01475,21.01606,19.92942,19.57195,0.7207564
24.75253,21.6167,20.08998,19.31409,18.86776,0.4008131
20.14902,18.29115,17.30699,16.90252,16.5226,0.113516
17.70107,16.4891,15.98632,15.67063,15.47707,0.04700562
24.0523,22.98093,21.13747,20.04188,19.59458,0.6031128
22.30898,20.76901,20.60845,20.73894,20.8499,2.992279
21.27254,20.87961,20.93004,20.745,20.81979,1.651146
24.12918,23.38744,22.18488,20.60409,19.93188,1.051363
19.71174,18.86033,18.58348,18.4624,18.44629,5.889548e-05
22.1058,21.22675,20.18613,19.12609,18.41989,0.6356311
22.65421,22.69609,21.68167,20.82779,20.27649,0.7639282
26.77132,22.27408,20.69653,19.77369,19.40141,0.4990149
21.80502,21.39709,21.34873,21.13576,20.94767,2.178474
23.41527,22.53136,20.78502,19.70535,19.1763,0.5850213
25.33722,22.05086,20.30919,19.28406,18.7107,0.5344481
19.01247,17.71954,17.0459,16.65823,16.41388,0.1076371
22.49037,22.03537,20.55165,19.51745,19.15167,0.7278773
12.2624,10.51139,10.06854,13.41786,10.22551,2.498567e-05
21.44066,20.22589,19.65791,19.46879,19.35469,0.0001181385
19.63113,18.72546,17.89714,17.45781,17.17149,0.1609209
23.12679,22.76752,22.53572,21.42829,21.9137,0.8847736
21.72009,20.42233,19.91681,19.71321,19.65396,0.0
25.19149,21.23229,20.98369,20.9404,21.02092,-0.0004152966
20.26351,18.70932,18.05224,17.78228,17.64777,0.0001846758
21.61338,21.59451,21.51307,21.28239,21.77288,1.55386
21.82171,21.90957,20.60962,19.6482,19.08391,0.6256249
26.13783,22.93841,21.51027,20.11451,19.2315,9.058215e-05
24.31236,22.13284,21.17103,21.01579,21.53483,3.656706
26.61108,22.14064,20.37863,19.58205,19.12282,0.5209488
21.51568,20.36865,20.07675,19.95571,19.46474,0.7729669
24.34535,22.09743,21.7703,21.19162,20.35314,0.8108538
20.75916,20.6247,20.35145,20.15291,19.8039,1.415397
24.51773,21.62064,19.62791,18.94714,18.42732,0.4293751
18.11187,16.49662,15.85471,15.64534,15.53919,4.810263e-05
23.16568,20.96497,19.25658,18.61027,18.14582,0.3949327
22.38567,21.88496,21.5784,21.12189,21.07321,0.1113442
21.91156,19.57872,18.04513,17.48865,17.14085,0.2606397
20.33216,20.19726,20.16989,19.88385,19.97176,1.774632
19.73735,17.74256,16.72543,16.24935,15.8666,0.07712497
23.79842,26.29019,21.88522,20.74223,19.79787,0.7835297
22.08376,19.91058,19.74349,19.52057,19.24777,2.832654
25.28596,22.54076,20.67078,20.00478,19.53161,0.3885692
25.31916,22.24024,20.66247,19.74472,19.33674,0.4351883
23.88801,21.40738,21.16725,21.15192,20.8978,-0.001341149
20.35916,18.80659,18.25619,18.01518,17.90959,-7.405259e-05
23.02697,21.58166,19.71576,18.8273,18.3617,0.4406103
26.63906,25.67466,22.15317,21.00131,19.89108,0.8015015
21.24155,21.30312,21.11171,20.98935,20.88581,1.420733
22.9224,23.66087,21.63124,20.4122,19.75841,0.6394725
24.61618,22.97772,20.99482,19.99766,19.38284,0.5505533
25.62487,23.85967,20.8872,19.86069,19.64612,0.5417051
24.60695,20.58564,18.86474,18.27312,17.94767,0.3462369
21.49461,19.85253,18.34961,17.78595,17.37475,0.2524013
21.20219,20.38031,19.80003,19.73014,19.57272,-8.5221e-05
22.13367,20.84772,18.96537,18.31696,17.98124,0.3747563
24.01793,21.18364,20.95678,20.78539,20.76857,-0.0003702748
20.93115,18.78867,17.767,17.30979,17.02832,0.1422445
24.37283,22.73117,22.14392,21.50735,21.55606,0.8326606
24.61768,20.7731,18.97834,18.37778,18.07692,0.3291175
23.45594,22.28715,20.54841,19.51819,18.93558,0.5205938
22.80824,20.60326,18.87687,18.23228,17.79596,0.3799225
19.36521,18.10872,17.58928,17.26579,17.08482,0.07089863
22.88695,21.66674,19.9306,19.12533,18.7439,0.4325214
22.40832,21.68436,21.14089,20.78457,21.16968,-6.896449e-05
21.39751,19.17827,18.23247,17.9179,17.68073,-0.0001187309
26.21443,21.02743,19.2247,18.55842,18.18948,0.3862125
21.85515,21.39802,21.00417,20.94988,20.93362,1.166588
18.28679,16.99857,16.42379,16.09886,15.8621,0.04698097
20.8756,19.11536,18.04848,17.57441,17.23997,0.1983784
20.15114,18.30543,17.34859,16.94802,16.62572,0.1246374
20.20988,19.9279,19.71224,19.62009,19.68177,1.426113
21.12146,20.89201,21.0428,20.84246,20.42377,-0.001707439
19.03415,17.30024,16.49388,16.10373,15.76721,0.0355519
22.16872,22.36633,21.86687,21.63975,21.35045,1.288903
23.96522,24.38453,23.62192,22.53822,22.15829,1.791097
21.92373,21.52602,21.18437,21.05711,21.14721,2.033611
19.03335,17.21214,16.28631,16.0021,15.52947,0.09570619
22.87562,22.15771,20.70216,19.83488,20.82411,-5.856306e-05
21.94158,20.11937,18.40861,17.75317,17.4064,0.3365242
22.78395,22.68119,22.91708,21.5503,20.80178,0.8365074
20.96807,18.90937,17.64619,17.17421,16.80905,0.1909875
23.50253,22.3948,21.36366,22.2347,21.59565,0.1837012
26.57189,22.46326,20.49232,19.67549,19.34276,0.4421294
21.48967,21.53146,21.08352,20.91963,20.78972,1.263018
25.20452,21.80839,21.61331,21.50038,21.29691,-0.0007572168
24.67591,22.51104,20.75304,19.29102,18.60482,0.6985629
20.44622,18.81517,17.90743,17.42843,17.13155,0.1498377
20.2209,17.76287,16.73188,16.36299,16.15026,1.224768e-05
23.69202,22.19273,20.87845,19.9855,19.52464,0.5154448
19.85561,19.57975,19.36141,19.16481,19.12058,1.466152
24.91039,24.40561,22.1662,22.03291,20.61838,0.8263242
21.32826,19.40464,17.90172,17.38265,16.95305,0.2451238
22.2334,21.70932,21.61571,21.56221,20.94825,2.425373
23.8351,22.20368,20.54489,19.62846,19.20423,0.5029818
21.93674,21.67658,21.18761,20.52991,20.31177,0.5702034
25.87229,22.35365,20.66617,19.50955,19.02756,0.5661257
23.32406,21.23698,21.12051,21.02543,20.99331,-0.0007011381
25.8244,21.98883,20.56593,18.64296,17.59083,-0.0002456771
20.49951,18.43212,17.42305,16.95001,16.61526,0.1073963
26.85114,25.22877,22.00284,20.40241,19.45888,0.7464103
18.01276,16.54568,15.97672,15.76991,15.6824,-3.703042e-05
26.09657,23.80773,21.74774,20.61845,19.84344,0.5574873
22.3184,20.27036,18.65868,18.10076,17.67374,0.2709521
25.89141,25.49905,21.96472,20.74524,19.93722,0.8218112
21.28978,21.0676,20.68613,20.60726,20.59577,1.307531
18.56575,16.7123,15.83923,15.39696,15.00034,0.04994292
21.59817,21.1652,20.98166,20.94954,20.79932,-0.001073807
22.92552,22.71491,22.44324,20.78204,19.76642,0.8659117
23.96795,22.48869,20.4472,19.5232,19.02096,0.5222159
24.43374,23.43565,21.35004,20.22562,19.72762,0.6293357
23.82703,23.69011,22.74533,21.7848,22.49856,0.9080678
21.76436,20.73116,20.54807,20.45172,20.27121,0.0003835554
25.33235,21.63066,20.31755,20.1449,19.88533,3.589837
17.75985,15.81423,14.90736,14.48727,14.17983,0.06829368
24.01596,22.3703,21.49865,21.39544,20.40735,0.7390781
25.47121,22.09997,21.57137,21.5788,21.64653,0.2330506
21.58388,19.24927,17.84953,17.82126,16.82744,2.642402e-05
21.47097,20.82656,20.80898,20.83117,21.00795,0.03989429
23.91441,22.08492,21.79058,21.33713,21.22229,2.539255
22.26584,21.75751,21.57318,21.47216,21.55293,3.186703
22.7261,22.05298,22.10413,22.01579,21.40309,0.0004148048
25.79275,22.29562,21.81116,21.63211,21.16848,1.406321
21.06731,19.4552,18.69996,18.44942,18.29572,7.357127e-05
22.40932,20.55027,19.73485,19.4315,19.15507,0.0001184464
21.1341,19.19097,17.70896,17.14712,16.7625,0.2246834
19.33984,17.66678,16.79308,16.37497,16.05876,0.09997641
24.63872,23.00948,22.5738,21.84278,21.46505,0.8247923
22.47367,22.03489,22.15997,21.4872,21.79658,2.163006
23.03464,22.35213,21.49302,20.93375,20.80631,0.6445319
25.5053,21.24892,19.83059,19.03882,18.52213,0.3036115
24.41533,22.94492,21.82174,20.7017,20.49544,0.508862
19.48625,17.60057,16.65628,16.19427,15.87965,0.1157107
23.05128,21.42435,21.29767,21.05203,20.69257,-0.0002533834
20.24616,17.70381,16.50857,16.04891,15.79677,2.887757e-05
22.3965,26.95052,22.13437,20.84627,19.58398,1.556492
26.19071,22.48432,20.648,19.58208,19.10019,0.5539642
19.33842,17.91807,17.27586,17.04533,16.99617,-0.0003398705
24.58288,22.15048,20.63096,19.70293,19.26794,0.519568
20.57743,18.60067,17.7956,17.34576,17.05482,0.1023372
20.99124,18.38177,17.04446,16.49673,16.14072,0.2063325
19.86291,18.00436,17.03373,16.56702,16.30098,-0.0007843736
20.78157,18.70726,17.6426,17.20084,16.82315,0.1269513
20.95522,18.96844,17.6494,17.14219,16.83656,0.1936903
23.07914,22.10997,20.506,19.64181,19.19569,0.530389
18.4674,17.24748,17.30903,17.37593,17.47721,-0.0004179368
20.62572,18.76283,17.72746,17.28748,16.96149,0.1492838
27.11783,22.89442,21.31117,19.98951,19.4531,0.6211779
18.15597,17.40061,17.20564,16.99509,16.98558,0.1084853
23.14626,21.68863,20.3815,19.51406,19.1481,0.4616045
19.47358,18.30199,17.79701,17.60006,17.50967,0.0008038956
20.45276,19.83063,19.481,19.37016,19.06558,2.199591
18.84352,17.56071,16.99595,16.70488,16.4962,0.02822758
19.51003,17.46166,16.43903,15.95534,15.69449,0.07594939
24.04647,23.5798,22.01008,20.64982,19.84755,0.6788473
21.92687,17.49414,16.47394,15.98904,15.61873,0.04108465
18.5893,16.80836,15.91898,15.39417,15.17903,0.02920343
27.55938,21.15371,19.1805,18.45814,18.00136,0.3838226
21.21965,20.55087,19.57977,19.10689,18.64404,0.2729326
23.45192,23.06638,21.07832,19.96474,19.23532,0.6869178
19.04881,17.7906,17.03848,16.57893,16.29097,0.1152399
21.02961,20.8124,21.71319,20.13941,19.33985,0.871738
25.51403,22.0521,20.50855,19.64602,19.27338,0.4919427
21.76539,21.64784,21.51868,21.31222,21.70012,1.982469
23.90368,23.94071,21.27013,19.93647,19.19584,0.6671852
25.81392,22.19533,20.68471,19.74318,19.27076,0.5053269
22.04097,21.55495,19.55857,18.7485,18.20033,0.4622717
25.97644,22.89401,21.97384,21.63152,20.70723,1.141675
18.8674,17.84667,17.53874,17.4248,17.40187,0.0004564667
20.64586,18.52327,17.43753,16.97589,16.62951,0.1470595
24.17584,21.68038,19.83198,19.00593,18.64335,0.4438837
20.82225,19.81499,18.94091,18.53493,18.22265,0.2357202
22.76252,20.3659,18.7462,18.15688,17.82404,0.3326317
18.57025,16.99364,16.23492,15.91143,15.71377,1.284553e-05
19.89211,19.59594,19.70498,19.62701,19.72166,0.6197114
25.16807,21.99989,21.72363,21.68363,21.91312,3.214454
22.99493,24.06818,21.56911,20.26394,19.62956,0.8674387
18.89194,18.01345,17.7663,17.71513,17.6845,-0.0005748728
20.32727,19.76002,19.20036,18.76555,18.57387,0.1730151
20.39105,18.59165,17.54362,17.02135,16.7709,0.1774668
23.22633,21.51434,21.33815,21.09453,20.73915,1.324064
23.49372,22.23141,20.54234,19.35384,18.6597,4.782193e-05
19.82972,18.90662,18.57875,18.48894,18.42295,0.0003435171
17.5984,16.56448,16.4827,16.52507,16.58991,-0.0004359699
22.1305,20.10812,18.67173,18.06998,17.75951,0.271073
22.98054,21.25958,21.21192,21.01504,21.21117,8.887179e-05
20.79922,19.74001,19.39881,19.2581,19.233,-0.0004231012
25.52452,21.98628,20.2066,19.41223,18.79021,0.479171
22.07962,21.98829,21.47583,21.11906,20.99417,0.497283
24.21117,22.28533,20.64256,20.01538,19.59372,3.94784
22.20721,22.13946,21.55131,20.72939,20.83215,0.675852
25.38775,22.11187,20.46189,19.47484,18.87155,0.5058883
19.09156,17.21987,16.53784,16.3074,16.22649,2.003822e-05
22.40217,22.94226,22.17156,21.95993,22.34813,0.7338905
20.83816,19.78449,19.52465,19.44036,19.57846,0.0007024249
26.71766,22.24214,20.56991,19.58838,19.16456,0.5125418
21.40911,21.09726,20.76281,20.71549,20.67859,1.190646
23.85779,22.6626,22.00561,21.26913,20.91223,0.5477307
22.4512,22.4304,21.04686,20.18237,19.74564,0.6355257
23.72596,21.57135,19.50513,18.80913,18.37426,0.3568087
22.41447,21.69698,21.53831,21.85639,21.19692,2.621644
20.43184,19.95193,19.93877,19.85636,19.62393,0.5654783
21.84513,21.36286,21.58503,21.41537,21.07808,2.030807
25.40054,21.79781,20.43229,19.47665,18.8776,0.4788463
20.73598,20.77244,20.85943,20.66191,20.6548,2.094534
24.68001,25.03884,23.29944,22.16599,21.65765,0.8021012
21.58667,20.91585,20.87062,20.92305,20.36763,2.38675
24.55302,22.43093,21.96873,20.97682,19.7454,0.8544275
23.31207,22.70978,21.12278,20.134,19.60634,0.669324
18.53705,17.57654,17.2224,16.84695,16.75241,0.07060415
16.31698,15.08047,15.02731,15.05247,15.14,5.54297e-05
21.07664,20.75448,20.43062,20.59107,20.4122,0.9943705
19.67623,19.1599,19.24874,19.09738,19.11156,0.6505824
19.94864,17.77395,16.65037,16.1549,15.74089,0.09755477
19.04492,18.16155,17.82473,17.66772,17.61887,0.0004182885
18.63064,17.18221,16.66804,16.47276,16.41821,-8.515963e-05
18.96956,17.56398,16.91945,16.55422,16.3187,0.05730146
20.47491,19.01434,18.43135,18.21884,18.11773,0.0001994871
20.34853,19.50009,19.08698,18.75076,18.56199,0.1172066
23.31828,21.31536,19.51187,18.82085,18.32699,0.423215
24.65605,22.06505,20.39545,19.45514,18.99618,0.4649763
23.37184,22.47656,20.88707,18.85379,17.77221,-0.0002294
23.09544,22.65288,22.4989,21.82879,21.91457,0.8090296
19.9417,19.69389,19.58514,19.34164,19.46593,1.532306
22.71016,21.87817,22.08353,21.67118,21.5934,2.01206
20.74639,18.77574,17.58723,17.08563,16.65476,0.1436636
23.18314,22.53338,20.81514,19.68583,19.30849,0.6455988
24.80274,22.21528,21.69358,21.17224,20.93626,0.5309262
22.05674,20.99574,19.22768,18.57808,18.21678,0.3846633
18.33301,16.94531,16.81998,16.82485,16.92159,0.0001310881
26.17555,20.51002,18.83159,18.23772,17.92646,0.3749819
22.75562,21.05748,19.43927,18.83578,18.484,0.3600132
23.9584,23.93222,23.25095,22.71013,21.61732,0.9852681
22.98515,23.87672,24.06218,20.54948,18.82747,-9.154291e-05
23.88681,22.60596,21.01655,20.05284,19.55239,0.475377
21.52957,21.63967,21.59207,21.38731,21.0155,1.782303
26.26579,21.84521,20.40433,19.56545,19.39204,0.5173457
22.98148,22.42638,21.58379,20.96452,20.61967,0.6884081
22.80798,22.0119,20.62291,19.55949,18.98318,0.5824795
19.67992,17.64624,16.70502,16.23323,15.87898,0.07601482
22.69688,21.61826,21.60827,21.30622,21.73289,0.0
18.95704,18.06675,17.75497,17.65529,17.60459,0.000777003
20.10612,19.6425,18.98252,18.80065,18.43733,0.3393569
22.99933,22.67203,22.18658,21.76681,21.3108,0.781246
21.75,19.37086,17.9243,17.35316,17.00539,0.2232794
20.83571,20.01476,19.96038,19.76965,19.48,2.307565
21.30652,19.19732,17.93139,17.4128,20.26535,0.2060256
21.52995,20.33137,19.90262,19.74404,19.821,9.00376e-05
23.54626,20.23406,18.55088,17.94772,17.56036,0.3454501
22.69053,22.23413,21.96463,21.61641,21.37269,1.797964
19.29136,16.8701,15.60707,15.12161,14.74293,5.559852e-05
22.90205,21.86473,20.28778,19.40541,19.00095,0.4548735
24.41982,23.5411,22.11865,20.61643,19.52446,0.8162693
21.497,21.37395,21.31681,21.30617,20.65449,0.9442505
19.33359,18.24233,17.71234,17.4025,17.22685,0.06376749
20.35266,19.16613,18.91426,18.85762,18.84102,0.0002394368
26.07457,22.04462,21.22457,20.99598,20.98108,-0.0008147339
19.24912,17.53517,16.86353,16.61348,16.45639,-6.64296e-05
23.56066,21.13858,20.5724,20.40898,20.24687,0.0003338056
23.80778,21.91819,20.40991,19.58234,19.01936,0.4401982
23.90426,23.02133,21.14763,19.80328,19.10551,0.7527648
20.26767,19.27224,18.78161,18.58449,18.51767,0.0006042687
25.44636,22.41401,21.86217,20.87246,20.29675,5.590328e-05
19.89252,18.63793,18.12904,17.93063,17.84384,-0.0001204077
17.24178,15.88844,15.4236,15.26871,15.22903,-0.0001198792
22.55716,22.24552,21.93036,21.91547,20.93592,0.7861474
22.15768,19.86978,18.88638,18.52207,18.26037,-0.0001378954
21.17853,20.40047,20.18152,20.02342,19.83216,0.001392927
18.24071,16.93218,16.17297,15.75126,15.47496,0.1392427
24.26105,23.07777,22.38901,21.35173,19.83913,0.7469476
25.06402,22.65693,20.88199,19.67789,19.33087,0.6215482
19.20913,17.69283,16.93202,16.54492,16.33375,0.07310832
24.00936,21.94374,20.63815,19.75305,20.09879,0.5027968
20.89265,20.62229,20.45345,19.99717,19.94923,1.751142
17.09583,16.17709,15.80515,15.64034,15.58951,0.001149293
22.41263,21.6344,21.89962,21.84302,21.74748,2.193663
19.73958,18.63651,17.91433,17.3441,17.10799,0.09749907
21.06669,20.04172,19.65058,19.52749,19.55789,-0.001579653
24.28415,22.12352,20.76025,19.77385,19.22986,0.5610613
22.73384,21.91152,19.94894,18.99848,18.58584,0.4815565
22.10922,20.58936,19.99733,19.78226,19.63958,0.0001224055
17.8492,16.29433,15.82314,15.55777,15.56224,0.02913606
20.08288,19.46877,19.19003,19.00522,18.92331,1.57884
24.06625,21.45044,20.98444,20.80728,21.24883,0.05880363
24.786,21.10247,19.17177,18.53588,18.12116,0.3446488
23.24028,21.52809,19.73565,18.94458,18.75263,0.4546469
19.6876,18.43872,17.9501,17.76356,17.70033,9.169672e-05
26.36212,22.05642,20.75055,19.73241,19.31444,0.5114112
21.7856,20.44253,18.65714,18.03935,17.65545,0.3569126
23.45866,23.48685,21.42834,20.31766,19.68167,0.6368822
21.83591,20.5792,20.33561,19.88124,19.70698,0.1855491
23.02099,21.84566,21.59357,21.78603,21.74982,0.3716707
23.93336,20.9571,19.75757,19.22673,19.06127,-0.0001085287
24.03044,23.11111,22.70608,21.77475,21.9803,1.175845
22.62793,21.7207,20.37118,19.51237,19.07514,0.6497635
21.40486,19.80602,18.20142,17.57567,17.21493,0.3427568
20.39679,18.92964,17.91632,17.38595,16.99046,0.1658511
24.00708,22.73932,22.8777,22.88286,23.24905,1.337425
24.6839,22.78019,20.85534,19.81853,19.33038,0.554507
21.51737,21.62306,21.5109,20.25393,20.16484,0.8098568
19.03688,17.77208,17.22694,17.00828,16.90066,-0.0005510582
23.27634,20.81496,19.0572,18.34359,17.93365,0.3635475
23.17769,21.90859,24.23627,22.31942,22.89173,0.02554179
25.25448,20.07269,18.23974,17.618,17.30158,0.3427315
22.53753,21.42036,20.17367,19.29799,18.86738,0.5588517
24.82614,20.63307,19.06797,17.57524,16.73989,-2.323975e-05
18.61131,16.69506,15.80674,15.3841,15.04834,0.0517456
22.65928,21.922,21.71999,21.75788,21.41416,1.033333
23.23966,23.27507,20.74627,19.74712,19.1563,0.5805804
19.06475,17.67512,16.92037,16.51353,16.2079,0.09788856
22.95814,20.91097,20.3909,19.96718,19.67613,2.880321
24.57071,23.89224,22.2942,21.18257,20.09387,1.001745
22.77645,21.08914,19.59811,19.05698,18.63785,0.366979
21.66202,21.35648,19.89011,19.0654,18.70584,0.2724748
25.47071,24.76599,21.91052,20.77851,19.92713,0.6261119
23.67507,22.63231,23.69283,23.13038,21.81306,0.7395744
22.98163,21.99861,20.56572,19.43258,18.85777,0.6066628
23.35487,23.73612,21.12999,20.06545,19.37765,0.6190104
19.02802,18.81472,18.58493,18.44957,18.42308,0.2344835
20.86901,21.36582,21.029,19.89846,18.49573,1.381046e-06
20.4614,20.35087,20.18855,19.83644,19.62229,1.848313
19.6163,18.6756,18.50944,18.59233,18.70728,0.0002245176
22.78065,20.48544,18.76551,18.21619,17.97001,0.3059393
23.12174,21.06417,20.00429,19.15538,18.8626,0.2650043
23.86625,21.05095,19.26387,18.59569,18.16427,0.3493208
23.35402,23.01864,22.77561,21.39287,21.2073,0.71413
24.81721,21.1768,20.50546,20.24278,20.12139,-0.003091846
22.53369,20.89451,20.07388,19.63687,19.40403,0.1999362
24.57844,23.43049,21.6532,20.59517,19.84743,0.7546685
21.93433,19.28551,17.91178,17.41653,17.10435,0.2317878
19.4487,18.40536,17.94386,17.74965,17.64065,9.19547e-05
25.46944,20.20921,18.6261,18.06306,17.707,0.286407
19.97232,18.38256,17.53597,17.10532,16.82264,0.1160568
22.83059,23.23285,22.24571,22.36858,22.3063,1.043453
22.74212,21.62912,20.19503,19.18573,18.70268,0.5927367
23.29997,22.37407,21.83612,21.34277,21.50804,0.9672928
25.68983,21.70795,19.6752,18.8518,18.38004,0.4459134
21.77925,20.0107,18.42021,17.86638,17.45945,0.2721211
21.32253,20.94268,20.60256,20.10458,20.10582,1.725844
25.52528,21.40987,20.49373,19.64352,19.53131,0.5611961
22.53002,20.69507,19.53878,19.06294,18.69206,0.1685888
18.96544,17.64751,16.91008,16.39204,16.14098,0.1172703
22.13204,21.5415,20.52934,19.82533,19.57816,0.5375307
22.86078,21.06076,19.11827,18.44878,18.04967,0.3792419
25.42562,21.53099,20.17315,18.66921,17.86336,0.0001028844
25.79081,22.19978,20.72702,19.76169,18.94793,0.5614082
19.06018,18.64741,18.56891,18.53606,18.56101,0.0003926456
21.73159,22.01419,22.30088,21.5955,22.55347,0.8363242
24.10493,22.67501,20.85835,19.81596,19.4069,0.5308996
20.96762,19.41714,17.97356,17.44748,17.07526,0.2587156
23.90239,22.77746,21.92966,21.12506,20.83644,0.8422485
25.55032,22.8621,21.12917,20.01341,19.50218,0.5517286
23.16524,21.10554,19.35403,18.69304,18.4588,0.3241202
24.43504,20.87133,20.14542,19.80991,19.95096,-0.0002660644
20.03662,18.80874,18.68322,18.64079,18.64733,-0.0001672402
23.06135,21.19967,19.85007,19.0883,18.62844,0.486428
24.76248,22.5864,22.52755,22.49058,23.19504,0.9441981
17.57071,16.40142,15.85863,15.52826,15.25858,0.04233272
21.22963,19.06608,17.63882,17.08845,16.71984,0.2142035
22.8311,23.40714,22.60856,20.92232,20.15958,0.7062631
22.94417,22.05914,20.56446,19.7373,19.42945,0.5678325
25.37039,22.72395,21.77165,20.46037,19.73327,0.6746873
24.39379,20.63066,18.89277,18.32924,17.95439,0.4159207
19.28008,18.16475,17.6615,17.35534,17.3171,0.1011014
24.50909,20.98941,19.72821,19.20327,18.79335,1.883129e-05
25.75657,22.28246,21.18289,19.74209,18.9375,-0.0002297125
23.7391,21.7698,21.4102,21.85983,21.50341,0.4647135
21.93489,21.27181,21.05375,20.82178,20.42553,0.83506
23.11305,22.3009,20.51992,19.63115,19.04246,0.5073476
23.57223,22.68764,20.7104,19.55109,18.8887,0.521624
21.3648,20.86159,20.60209,20.19768,19.95676,1.693833
22.69333,22.19456,20.75208,19.80086,19.49751,0.5923667
21.79675,20.78904,19.84586,18.92986,18.39889,0.6401274
23.26975,20.0803,18.6624,18.00901,17.6375,0.9879918
23.27966,19.87556,18.3475,17.80403,17.43774,0.262129
20.39273,19.43597,18.9968,18.79631,18.72292,-0.0004995588
22.84552,21.8056,21.54131,21.25846,21.40287,0.0003762103
21.5267,19.2477,17.82453,17.26117,17.06852,0.1880689
18.00817,17.02674,16.69438,16.5421,16.48253,-4.951157e-05
22.27484,21.28887,21.00325,20.87939,20.62513,2.111538
24.63467,21.53459,24.28585,22.04226,22.8269,-0.0002172712
20.86902,20.75123,20.68303,20.44289,20.42378,1.700413
19.32774,18.46552,18.13435,18.03839,18.01158,-0.0006198051
24.54565,23.06268,21.25992,20.86624,20.45156,0.1850698
22.87767,22.55018,20.64347,19.82754,19.29814,0.4736992
16.64512,15.19651,14.68067,14.40183,14.30339,0.01496785
19.73801,18.29733,17.43693,17.0193,16.70431,0.1414457
19.9987,17.57835,16.2565,15.69511,15.41879,-0.0004360415
19.58381,18.28595,17.86564,17.72348,17.70876,-0.0005741004
22.86526,22.5471,21.22686,20.26619,19.7599,0.4505151
21.68848,20.57964,20.22305,20.19726,20.12715,-0.0008411365
23.49356,21.1036,19.58724,18.79276,18.29509,0.4640321
22.09673,21.00979,19.21629,18.63242,18.33367,0.3538386
22.22642,22.2489,21.98456,21.68712,21.30592,1.534522
22.05161,20.86234,19.01223,18.33745,17.9302,0.364052
20.33777,18.45512,17.54033,17.03521,16.66769,0.1286696
21.16154,20.09031,19.98397,19.83809,19.52822,2.429485
24.82955,22.02029,21.37217,21.16315,20.98393,-0.0001254599
22.34159,21.57319,21.22355,21.21582,21.0869,-0.0002411787
21.68178,21.62483,21.11809,21.07944,20.875,1.155683
22.90615,21.98993,20.17061,19.34294,18.88192,0.5067354
21.89306,19.47959,18.05327,16.72787,16.02137,-4.905892e-05
23.53925,22.15317,20.51756,19.54321,19.04151,0.4862003
18.40026,17.23854,16.76752,16.62156,16.53138,-0.0001515065
19.58872,18.42926,17.96441,17.62395,17.48824,0.08537674
18.42935,17.01731,16.32123,15.91105,15.56351,0.04298907
